,Basophil_names,Basophil_scores,Basophil_logfoldchanges,Basophil_pvals,Basophil_pvals_adj,CD16+ dendritic cell_names,CD16+ dendritic cell_scores,CD16+ dendritic cell_logfoldchanges,CD16+ dendritic cell_pvals,CD16+ dendritic cell_pvals_adj,Central memory CD4-T cell_names,Central memory CD4-T cell_scores,Central memory CD4-T cell_logfoldchanges,Central memory CD4-T cell_pvals,Central memory CD4-T cell_pvals_adj,Central memory CD8-T cell_names,Central memory CD8-T cell_scores,Central memory CD8-T cell_logfoldchanges,Central memory CD8-T cell_pvals,Central memory CD8-T cell_pvals_adj,Classical monocyte _names,Classical monocyte _scores,Classical monocyte _logfoldchanges,Classical monocyte _pvals,Classical monocyte _pvals_adj,Effector memory CD4-T cell_names,Effector memory CD4-T cell_scores,Effector memory CD4-T cell_logfoldchanges,Effector memory CD4-T cell_pvals,Effector memory CD4-T cell_pvals_adj,Effector memory CD8-T cell_names,Effector memory CD8-T cell_scores,Effector memory CD8-T cell_logfoldchanges,Effector memory CD8-T cell_pvals,Effector memory CD8-T cell_pvals_adj,Effector memory CD45RA+ CD8-T cell_names,Effector memory CD45RA+ CD8-T cell_scores,Effector memory CD45RA+ CD8-T cell_logfoldchanges,Effector memory CD45RA+ CD8-T cell_pvals,Effector memory CD45RA+ CD8-T cell_pvals_adj,Eosinophil_names,Eosinophil_scores,Eosinophil_logfoldchanges,Eosinophil_pvals,Eosinophil_pvals_adj,Immature NK cell_names,Immature NK cell_scores,Immature NK cell_logfoldchanges,Immature NK cell_pvals,Immature NK cell_pvals_adj,Mature NK cell_names,Mature NK cell_scores,Mature NK cell_logfoldchanges,Mature NK cell_pvals,Mature NK cell_pvals_adj,More mature NK cell_names,More mature NK cell_scores,More mature NK cell_logfoldchanges,More mature NK cell_pvals,More mature NK cell_pvals_adj,Myeloid dendritic cell_names,Myeloid dendritic cell_scores,Myeloid dendritic cell_logfoldchanges,Myeloid dendritic cell_pvals,Myeloid dendritic cell_pvals_adj,Naïve B cell_names,Naïve B cell_scores,Naïve B cell_logfoldchanges,Naïve B cell_pvals,Naïve B cell_pvals_adj,Naïve CD4-T cell_names,Naïve CD4-T cell_scores,Naïve CD4-T cell_logfoldchanges,Naïve CD4-T cell_pvals,Naïve CD4-T cell_pvals_adj,Naïve CD8-T cell_names,Naïve CD8-T cell_scores,Naïve CD8-T cell_logfoldchanges,Naïve CD8-T cell_pvals,Naïve CD8-T cell_pvals_adj,Neutrophil_names,Neutrophil_scores,Neutrophil_logfoldchanges,Neutrophil_pvals,Neutrophil_pvals_adj,Non-classical monocyte_names,Non-classical monocyte_scores,Non-classical monocyte_logfoldchanges,Non-classical monocyte_pvals,Non-classical monocyte_pvals_adj,Plasmacytoid dendritic cell _names,Plasmacytoid dendritic cell _scores,Plasmacytoid dendritic cell _logfoldchanges,Plasmacytoid dendritic cell _pvals,Plasmacytoid dendritic cell _pvals_adj,Switched memory B cell_names,Switched memory B cell_scores,Switched memory B cell_logfoldchanges,Switched memory B cell_pvals,Switched memory B cell_pvals_adj,Unswitched memory B cell_names,Unswitched memory B cell_scores,Unswitched memory B cell_logfoldchanges,Unswitched memory B cell_pvals,Unswitched memory B cell_pvals_adj
778,LINC00824,2.1514974,256.76364,0.25669307794988305,1.0,H2BC9,1.645079,49.05181,0.2425217972836066,1.0,AP005212.2,1.3103124,55.3995,0.37016724490790454,1.0,FCRL2,1.9535143,57.238926,0.28992146827238063,1.0,AC083923.1,2.7682698,6.085498,0.18693099219121456,1.0,LINC01874,1.3045682,21.31687,0.35477316213118815,1.0,AC025162.2,3.2698815,,0.08488244990259974,1.0,TMEM200A,2.7683773,130.31143,0.21134894568556434,1.0,ATP6V1G3,3.41908,206.66606,0.14829500431841805,1.0,DAZAP1,1.9383589,10.82725,0.30321360607455394,1.0,AC026167.1,0.75342035,79.31216,0.5889048432398567,1.0,TRIM51DP,1.0,30.67832,0.49999999999999956,1.0,AC099487.1,1.8030826,7.5674925,0.22652689248851565,1.0,AL445123.1,2.776851,215.5747,0.1883812802614693,1.0,AC107463.1,1.2066098,11.277827,0.4168904933700696,1.0,AL354733.2,1.8176247,3.9750423,0.21081836717056823,1.0,AL627082.1,3.3148062,inf,0.08056191003238623,1.0,RPL30P11,1.7868118,7.57138,0.21640227814569982,1.0,AC142086.6,3.0781524,inf,0.09687783029992894,1.0,AC003975.1,2.061666,176.15306,0.24387346439242893,1.0,RPL17P36,2.6825306,29.403515,0.18653891468043993,1.0
779,RAD51AP1,2.1489434,5.7673664,0.18866409334924525,1.0,CTAGE4,1.6447499,5.629525,0.25677593019433204,1.0,AC004882.3,1.309917,,0.3544231344651644,1.0,AL031864.1,1.9529325,132.6558,0.19244489232812073,1.0,AC004801.6,2.7659755,418.27335,0.11484875691322728,1.0,RN7SL820P,1.304464,526.72797,0.33804417174947865,1.0,ACTBP1,3.2697227,234.29367,0.17613879354687667,1.0,IGHV3-21,2.7682698,6.085498,0.18693099219121456,1.0,AC117498.3,3.4157465,,0.08595241486992267,1.0,BX005040.2,1.9378883,5.198535,0.19825643159158246,1.0,AC015908.1,0.7532181,inf,0.547604437901115,1.0,SNORA38B,1.0,29.273024,0.49999999999999956,1.0,AL590229.1,1.8019872,inf,0.21965514488215934,1.0,AC098859.1,2.7750537,340.1875,0.10987145779853216,1.0,SPATA5,1.2063248,8.73206,0.3586962885393796,1.0,AC007954.1,1.8159322,,0.3204318616170876,1.0,AC021678.1,3.3095596,,0.08135520049499824,1.0,AC023024.1,1.7865453,110.943245,0.28985126056319505,1.0,HMGB1P35,3.072987,101.4936,0.15550444505191607,1.0,AC005899.6,2.0599015,,0.2873190019338361,1.0,MVD,2.6821249,151.51904,0.18299142360107656,1.0
780,TMCO1,2.1485171,568.999,0.2665372513989998,1.0,LINC02720,1.6441201,19.622107,0.3465553553459063,1.0,AC012454.1,1.3095016,46.815517,0.32577298089171003,1.0,AP003170.5,1.951562,291.38834,0.24177820191029606,1.0,AC104819.2,2.7649627,,0.18527263167592434,1.0,AC117377.1,1.3040941,243.92366,0.3684393663980755,1.0,AL596028.1,3.2696238,,0.18750325784528665,1.0,AL132655.5,2.766385,,0.21784162314949895,1.0,AC009227.2,3.4151673,inf,0.0802467048236427,1.0,AC110288.1,1.9375137,,0.27977863789854074,1.0,PCBP3,0.75202435,40.215126,0.5610562858456833,1.0,OR2G1P,1.0,29.273024,0.49999999999999956,1.0,AC092673.1,1.8003243,43.316917,0.21573414178904513,1.0,RN7SKP109,2.7743158,108.202126,0.11014446981051536,1.0,ODC1-DT,1.2058874,8.359171,0.40124287053311314,1.0,PTPRF,1.8156372,103.260895,0.21193439864497599,1.0,OLFML3,3.3086798,16.95407,0.11699909122059611,1.0,MIR4659B,1.7854563,inf,0.24920195664611197,1.0,AC110792.2,3.0716949,inf,0.14589813739140592,1.0,LINC00396,2.0539424,353.06354,0.1807614388507343,1.0,AC027612.3,2.6814356,inf,0.1899358095230384,1.0
781,MIR1233-2,2.1474447,168.83139,0.1693167438158007,1.0,DDR1,1.6436902,3.0613174,0.27202476321575425,1.0,RNY4P28,1.3081942,6.241066,0.38168761886482244,1.0,OR7E109P,1.951151,29.458979,0.2842435232233841,1.0,CHRNA6,2.7618868,5.869667,0.12023785379259253,1.0,AC073130.3,1.3035625,277.1778,0.38795659789189957,1.0,AP005019.1,3.2687001,,0.14742265946714556,1.0,AC009558.2,2.7649913,inf,0.1271233306915334,1.0,AC126323.2,3.4140851,249.36984,0.07984922378940176,1.0,LDAH,1.9371647,5.5825315,0.27430190350784606,1.0,OFD1P8Y,0.75082713,10.075266,0.5557397411453149,1.0,RPS2P28,1.0,29.273024,0.49999999999999956,1.0,AC020612.3,1.7977307,inf,0.30266141680742337,1.0,YARS2,2.7698188,280.27957,0.19511838587573008,1.0,ST13P12,1.2056813,10.346277,0.37523357335615914,1.0,AL157827.2,1.8134035,inf,0.21540172354854828,1.0,AL049870.1,3.3063097,inf,0.10066057267330596,1.0,AP000949.1,1.7845981,,0.2525225095762773,1.0,AC003101.2,3.0678148,inf,0.09683764387444872,1.0,STIMATE,2.053296,142.5022,0.176555533637142,1.0,AP000962.1,2.6810515,inf,0.1870972529228571,1.0
782,AC008562.1,2.1471732,215.71898,0.19397020468649312,1.0,AC009319.1,1.6424404,75.81362,0.30447598524874026,1.0,AC211476.4,1.3076614,38.736614,0.3231151591129321,1.0,AP003680.1,1.9505805,518.0718,0.19350912360882996,1.0,AC046130.3,2.7615726,103.08056,0.1389121494167545,1.0,AC055731.1,1.3030286,,0.3235504097577063,1.0,DDX59-AS1,3.2669241,165.44106,0.0859825503365507,1.0,CIR1P3,2.7634132,155.30612,0.14842340436254797,1.0,AP000811.1,3.4125476,inf,0.08599253001175017,1.0,ATP13A5-AS1,1.9334791,inf,0.20272088560696006,1.0,ZNF785,0.75073487,47.356464,0.5868392744314981,1.0,RNF24,1.0,29.273024,0.49999999999999956,1.0,AC025627.4,1.7974333,,0.31268206703167245,1.0,OR4A12P,2.7691905,906.37317,0.12597070832430676,1.0,AC133485.2,1.2054805,187.9471,0.3856141956392195,1.0,AC053481.1,1.8133368,262.53442,0.280222715734983,1.0,AC008080.4,3.305597,5.0620995,0.18701632890875475,1.0,PIBF1,1.7841202,150.11241,0.25795896780047545,1.0,GPATCH2L,3.0641155,42.21137,0.1958813100837963,1.0,GSR,2.0532122,125.76694,0.2149195371353711,1.0,SENP7,2.6808684,inf,0.11619222684658968,1.0
783,AC016542.2,2.1468248,,0.18984009082321468,1.0,AL023879.1,1.642028,651.80963,0.3029727724978739,1.0,AC134878.1,1.3074259,142.21367,0.40395308643427985,1.0,RNU1-24P,1.9505038,270.18073,0.21281286049118048,1.0,AL109809.1,2.7612545,,0.12812764452019412,1.0,BEAN1-AS1,1.3023207,64.849144,0.36875779608744996,1.0,AC021066.4,3.2663908,,0.10126535233574151,1.0,SP140,2.7633767,58.032776,0.11000053197887347,1.0,ABHD13,3.4092648,43.966133,0.1024893288661732,1.0,C6orf223,1.9334444,150.4731,0.19592734684032675,1.0,VN1R71P,0.75045484,19.440317,0.5354438476133694,1.0,LINC02255,1.0,32.572956,0.49999999999999956,1.0,SPATA41,1.796924,,0.3230073842181394,1.0,AC010608.2,2.7685444,inf,0.21362368001178075,1.0,PABPC1P13,1.2054088,119.31088,0.41117611433655615,1.0,AC011516.1,1.8121623,inf,0.2834489370940492,1.0,LINC02253,3.3039246,188.5929,0.17656245657083283,1.0,AC104435.1,1.7839267,,0.23070716047800718,1.0,DCTPP1,3.0631917,13.26855,0.15961661498726562,1.0,PIGY,2.0527053,8.046746,0.18853134490201612,1.0,AL021391.1,2.680281,inf,0.12315181009589717,1.0
784,MTND4P34,2.1424575,243.53381,0.2769990797321588,1.0,AL356121.1,1.6399719,167.6051,0.2822418545750795,1.0,AC013733.2,1.3071506,23.846594,0.32814935241137067,1.0,AL365215.1,1.9499618,,0.1904923930143471,1.0,AC008543.4,2.7597501,,0.167339574865828,1.0,LINC01906,1.301487,30.008057,0.41707715561939696,1.0,TMEM92-AS1,3.2651055,234.87076,0.09226559085479236,1.0,AC093303.1,2.7611206,inf,0.13653959024705103,1.0,AC100757.2,3.4088182,,0.08807662058883951,1.0,AC012070.1,1.9331926,,0.30335801535609214,1.0,RAB33B,0.74969846,20.162441,0.5467744773946004,1.0,GNA15,1.0,30.67832,0.49999999999999956,1.0,TRRAP,1.7968254,22.232079,0.31822664242911314,1.0,EPPIN-WFDC6,2.7682698,6.085498,0.18693099219121456,1.0,MORC1-AS1,1.2052724,144.59412,0.37783227805305275,1.0,MIR4801,1.8117794,13.029395,0.2879776192723259,1.0,PARN,3.3018498,inf,0.1798088108155634,1.0,C19orf47,1.7817819,5.584495,0.2910761736858871,1.0,AC245060.4,3.0620892,,0.1425038775865503,1.0,VARS2,2.0521212,9.945581,0.18663282879309545,1.0,UBE2NP1,2.6790957,38.241173,0.1428375958277095,1.0
785,H4C2,2.1393707,32.516857,0.25600068498487605,1.0,UBE2T,1.638487,3.1674635,0.3488501788301642,1.0,AC005521.1,1.3044597,266.35757,0.3703169257835033,1.0,MFN2,1.9496071,41.441414,0.301272306465612,1.0,URAD,2.7596636,180.66148,0.22131825616406026,1.0,AP000619.3,1.3013417,331.27884,0.3308897360990215,1.0,AC012313.7,3.2649808,149.82388,0.08330432900940071,1.0,AC008852.1,2.759459,inf,0.22108234606535596,1.0,AF003529.1,3.4032614,,0.08819609154009164,1.0,HSPA8P3,1.933017,20.711065,0.20178809270969078,1.0,AL391380.1,0.7495889,13.664066,0.5534540483358061,1.0,SUMO3,1.0,29.273024,0.49999999999999956,1.0,AL022328.4,1.7946774,23.98571,0.2864009629294512,1.0,ZNF445,2.76688,358.00476,0.1387023968700099,1.0,AC020915.4,1.2038674,94.71293,0.3942176472033728,1.0,LINC2194,1.8103663,28.998186,0.3144659756717553,1.0,AC104794.5,3.2965739,172.40205,0.17093297890023576,1.0,AL589946.1,1.7802037,545.19446,0.2200018542403483,1.0,ABBA01000935.2,3.0607433,53.7766,0.16972728322650876,1.0,AC018695.5,2.0509148,inf,0.20107702015723705,1.0,ARHGAP22-IT1,2.676687,14.267256,0.1289470187020943,1.0
786,AC104759.1,2.1377857,,0.20254752854936037,1.0,TGFB2-AS1,1.6380051,30.332687,0.2802167038668167,1.0,MROH9,1.3040075,57.892197,0.3825365495770079,1.0,FRMD6,1.9494114,6.664778,0.240528111380822,1.0,PITPNB,2.7584877,62.0359,0.11989141364609009,1.0,AC034238.3,1.3013008,inf,0.3233199926395025,1.0,AC005534.2,3.2632148,152.7843,0.1672983360200045,1.0,AL355312.4,2.7588332,,0.2204941398334342,1.0,AP000915.2,3.4011865,251.60799,0.16319823882387788,1.0,RPL18A,1.9324231,3.1591463,0.22634486452806898,1.0,AL121992.2,0.7492362,5.7230186,0.54838341550105,1.0,CDC34,1.0,30.67832,0.49999999999999956,1.0,AL024508.1,1.7945817,,0.3121657855246806,1.0,OR3A3,2.7643824,68.8492,0.18834262403423976,1.0,MRPL34,1.2034099,97.81472,0.3709456575176665,1.0,AL391834.3,1.8099363,,0.30951143725932145,1.0,NXPH4,3.2950644,inf,0.1063949452632057,1.0,AC105429.1,1.7797248,190.11115,0.26039634669969847,1.0,RNU6-430P,3.0601728,,0.1795525469759231,1.0,AC022167.1,2.0487611,188.66844,0.20574594280335437,1.0,AL162424.1,2.675773,inf,0.2124993667388299,1.0
787,TENT5C,2.1320436,147.33524,0.16666979643424407,1.0,GOLT1B,1.6365788,122.773346,0.31648472943488826,1.0,AC136944.1,1.3020258,256.69153,0.33295472304913676,1.0,OR10V1,1.9479042,29.250645,0.21496209698121843,1.0,AC117947.1,2.7568786,613.36237,0.2204080561997094,1.0,AL365436.1,1.2975991,371.81857,0.33565829958409243,1.0,AC090132.2,3.262197,,0.1832495252409093,1.0,AC079809.1,2.7583194,,0.21238853644484892,1.0,FEZ1,3.4005978,182.24844,0.17350260495468764,1.0,AC016591.1,1.930751,,0.2762192022798263,1.0,FRG2B,0.7485338,24.093008,0.5339483835835261,1.0,MTMR3,1.0,29.273024,0.49999999999999956,1.0,RNU7-21P,1.7935219,13.664066,0.31001595127866594,1.0,AC009511.2,2.7642882,,0.22091992372407518,1.0,PANK2,1.2025524,17.997622,0.39987851510059214,1.0,AL359854.1,1.8094807,,0.29660601245436474,1.0,AC138430.1,3.2950244,,0.1526917590571485,1.0,AC012668.2,1.7783511,631.21515,0.22359889970680788,1.0,AL035414.1,3.0601056,294.70654,0.1703977102519094,1.0,NDUFAF2,2.0483496,inf,0.2067439970721442,1.0,PCCA-DT,2.6735075,106.182396,0.1615119441993587,1.0
788,AL365400.1,2.1319249,inf,0.250388915655711,1.0,AC093159.1,1.6363609,442.61884,0.34900927982505203,1.0,OR5BK1P,1.3018184,8.9274235,0.3260103837262196,1.0,MED23,1.9467876,270.2889,0.19231603943401993,1.0,AC138304.1,2.7548108,inf,0.11995243255919653,1.0,LIVAR,1.2974297,52.838707,0.39023249827603057,1.0,LINC01168,3.262178,,0.15001525713537253,1.0,AL355990.2,2.7575464,,0.2151674715131971,1.0,UBE4B,3.4004118,36.500206,0.1410321646692069,1.0,AL031600.2,1.9302125,,0.1956700209219609,1.0,AL079341.1,0.7468135,34.08367,0.5339839496040866,1.0,RN7SL749P,1.0,29.273024,0.49999999999999956,1.0,AL451007.1,1.7927144,,0.3239257536220704,1.0,ADAMTS9,2.7638254,67.19352,0.11033552676724531,1.0,HSPA4L,1.2023576,67.33779,0.3600938137095302,1.0,FAM237B,1.8083762,126.27188,0.22337473081016307,1.0,AL132708.1,3.2919493,,0.0893435790075243,1.0,TLN1,1.7776047,50.16972,0.281613149844295,1.0,AC016629.2,3.0574694,,0.1999898189050692,1.0,AL139260.2,2.0477457,,0.28897603584271747,1.0,AL033528.1,2.6718369,,0.11769386973810039,1.0
789,AP005233.1,2.1294794,,0.26639680978973307,1.0,AC068700.1,1.6358669,inf,0.2941398693858975,1.0,MRPL22,1.301089,16.151114,0.3542046090043135,1.0,SNX6,1.9459491,17.359087,0.24356527918739534,1.0,AL591848.4,2.7546911,253.37332,0.18943516556799792,1.0,AP000457.1,1.2970561,,0.3921631100173541,1.0,AC023194.3,3.2612731,,0.15120878584602607,1.0,AC068657.1,2.7557015,164.61151,0.22137664785943925,1.0,AL359924.1,3.4000208,,0.09657294494428267,1.0,AP000484.1,1.928732,inf,0.30442669903997316,1.0,RN7SL323P,0.7464063,,0.5892204624576787,1.0,RN7SKP183,1.0,29.273024,0.49999999999999956,1.0,AC106786.2,1.7923381,,0.3225641610478709,1.0,AC026362.2,2.7630424,,0.1541215047153937,1.0,EEF1B2P3,1.2022864,3.8521206,0.4416882658434514,1.0,AC141002.1,1.808345,33.86744,0.22599514545568006,1.0,H1-2,3.288527,444.24188,0.14535953095468063,1.0,AL117692.1,1.7763028,inf,0.22804971538126453,1.0,AL138900.1,3.0508988,576.86163,0.18506898573603442,1.0,AC018716.1,2.04738,11.625839,0.2828782284954134,1.0,AL158834.2,2.6712883,inf,0.16211513497929464,1.0
790,DACT3,2.129366,66.03937,0.22382148746005331,1.0,RPLP1P6,1.6353258,63.190044,0.2583361080347116,1.0,DISC1-IT1,1.3009994,192.27518,0.32482121402604125,1.0,AL583835.2,1.9448738,17.227057,0.24312675714633272,1.0,AC063926.3,2.7540646,,0.15878357194511658,1.0,AC022217.3,1.2966073,,0.4102963351765691,1.0,AP000459.1,3.2611222,inf,0.18872753258298894,1.0,MMP28,2.7553785,35.85213,0.1842522532163784,1.0,RNU6-444P,3.3970025,504.258,0.10912061635175845,1.0,IPO13,1.9279649,92.65709,0.2185181612960165,1.0,ENSG00000281028,0.74590933,57.816,0.5805103959551593,1.0,MRGPRX13P,1.0,29.273024,0.49999999999999956,1.0,AC006077.1,1.7899983,inf,0.3033789753128738,1.0,ZBTB20-AS4,2.7618868,5.869667,0.12023785379259253,1.0,AC006160.2,1.2020447,75.45295,0.3934173883997157,1.0,NPY4R,1.8075744,39.313457,0.31798777618863877,1.0,AC009121.2,3.279675,,0.09092200253602077,1.0,AC105402.1,1.775904,364.67725,0.30469054105262483,1.0,AP005482.4,3.0477934,339.46616,0.14782875992891048,1.0,AC004882.3,2.0446196,,0.22954741683685698,1.0,PRELID3BP6,2.6707723,24.712849,0.11627676051409476,1.0
791,AC079118.2,2.1255944,337.73492,0.2789658754203954,1.0,AC090825.1,1.6336709,439.3367,0.24670307791133145,1.0,AC027309.3,1.3007405,inf,0.3847210229641937,1.0,AC004696.1,1.944152,236.67412,0.22419394997241768,1.0,AC139497.1,2.7539825,336.76108,0.14670060168523671,1.0,AL596275.1,1.2952363,17.698298,0.40709730298557234,1.0,AL022341.1,3.2610717,,0.1742415148632154,1.0,AL451105.2,2.7515259,inf,0.2078672023910065,1.0,ZNF620,3.3950467,inf,0.13589546622203869,1.0,AC010320.1,1.9271066,338.2038,0.304668010299273,1.0,RAB11B-AS1,0.74576527,11.326208,0.5646871078563833,1.0,CLSTN2-AS1,1.0,29.273024,0.49999999999999956,1.0,AC145098.2,1.7895691,434.21515,0.26305805508802155,1.0,AC093503.2,2.7610607,inf,0.12082101977715831,1.0,MARCKSL1P2,1.2019486,122.2684,0.35829490327536195,1.0,RNU6-380P,1.8074849,inf,0.3215821002069132,1.0,AC136628.2,3.2780247,,0.10282608809260878,1.0,AC011933.3,1.7757434,,0.2281953587765817,1.0,AC055716.2,3.045864,inf,0.1637449743842795,1.0,TNFSF13B,2.0440257,237.53973,0.27886792058519255,1.0,TBCE,2.6680117,295.2115,0.22623131190592996,1.0
792,SPEM2,2.125491,195.91864,0.2522243992192538,1.0,AC239804.2,1.6323178,,0.24516624405836845,1.0,NDUFAF4,1.3000158,39.99875,0.36949873959588797,1.0,AC004948.1,1.94327,,0.19177381922110306,1.0,AC105254.1,2.7516322,,0.16297088938351828,1.0,RNU6-1218P,1.294692,52.11736,0.3991132550966104,1.0,AC098869.1,3.2605963,inf,0.09071991299656035,1.0,USP10,2.749102,75.56115,0.11133026412759263,1.0,AC125494.2,3.3909242,inf,0.1285567388629297,1.0,AC107219.1,1.9268435,95.50641,0.2507634485710114,1.0,RPL10P6,0.74521387,53.055115,0.5779955115137331,1.0,PTH2,1.0,29.273024,0.49999999999999956,1.0,CEACAM7,1.7881761,6.2487726,0.30361067816103854,1.0,AC092952.1,2.7579782,30.787827,0.21976336180586162,1.0,GOLGA6D,1.2004834,23.08312,0.42182379998359715,1.0,KRTAP19-5,1.8068615,36.789207,0.2514848325483815,1.0,RN7SL37P,3.2765765,inf,0.08296804123999052,1.0,AC007540.2,1.7748988,109.933365,0.22203267607935873,1.0,AC006355.1,3.0394015,inf,0.16638241558554823,1.0,RAB42P1,2.0434518,21.117691,0.17778933521730622,1.0,Z83836.1,2.6665719,5.4823136,0.18228432291884591,1.0
793,AL669970.1,2.1254478,,0.21939271234106814,1.0,AC090607.2,1.6315694,inf,0.3494091340103002,1.0,GPR158-AS1,1.2998054,21.063545,0.4168393819617453,1.0,AC026782.1,1.9416124,,0.20764869660783744,1.0,AL954722.1,2.7486804,inf,0.12119095732964412,1.0,AC115618.3,1.2943858,84.686195,0.3497562336374925,1.0,AC020913.2,3.2604568,708.3633,0.08834835813764354,1.0,RPL23AP22,2.748589,,0.2203964935289703,1.0,MIR548I4,3.3908362,21.678719,0.17755833557794784,1.0,AL672138.2,1.9264313,,0.30060915117793424,1.0,AC022601.1,0.7450195,12.696113,0.5909260686416616,1.0,OR5H15,1.0,29.273024,0.49999999999999956,1.0,WBP1,1.7880043,73.036446,0.23326668763832967,1.0,AGL,2.7578173,4.463493,0.2214547677660065,1.0,ZNF555,1.1997865,5.3904967,0.39680173442399785,1.0,RPL9P28,1.8066723,24.67062,0.23513567899582974,1.0,AC011233.2,3.2765746,inf,0.09245517011804219,1.0,ACR,1.7743828,4.096724,0.2879457455600977,1.0,AC019129.1,3.03358,,0.109473100203705,1.0,AL132780.3,2.0414379,114.009476,0.2141852493357742,1.0,AC105235.1,2.6654563,,0.13814806148058753,1.0
794,ZNF123P,2.1251364,,0.27667314814664945,1.0,KDR,1.6314682,inf,0.2540125198286563,1.0,AL671710.1,1.2994423,inf,0.3854225440396858,1.0,AL589823.1,1.9414957,,0.1951090213541201,1.0,FCGR3B,2.745714,56.012634,0.22034580938786066,1.0,MARCHF4,1.2943293,52.550167,0.33701712721168187,1.0,PDAP1,3.2600708,43.96617,0.17177441637830657,1.0,FOXN2,2.747898,118.878075,0.2037981855537586,1.0,AC007292.2,3.3868952,inf,0.07934711299850399,1.0,RNU6-97P,1.9260495,23.191324,0.2926666476953066,1.0,ROPN1L,0.7449446,8.89773,0.5743579181972527,1.0,RPL12P30,1.0,29.273024,0.49999999999999956,1.0,AL157414.2,1.78693,inf,0.22554460974949753,1.0,AC092608.1,2.7533147,64.38432,0.11048450864490077,1.0,AC135012.3,1.1993724,70.18711,0.35325192551794105,1.0,AC020637.1,1.8063531,32.282227,0.22428810798876742,1.0,AC008133.2,3.2755995,,0.15558993220426692,1.0,LINC00565,1.7738112,17.096354,0.32680523365105224,1.0,AP003037.1,3.0264716,,0.20270102705629117,1.0,AC023161.2,2.040843,52.922466,0.20751351216131778,1.0,AC118344.4,2.664905,242.5531,0.18154658979486632,1.0
795,AC007718.1,2.1249828,408.93192,0.27482959504755194,1.0,FANCG,1.629122,12.084486,0.3504749937352441,1.0,AC010320.6,1.2987179,,0.36796712188075037,1.0,AC016591.1,1.9402308,,0.2130565481751218,1.0,Z99127.2,2.7447982,84.94058,0.11129129897239595,1.0,RGS9BP,1.2935132,8.935246,0.35982734993939813,1.0,ALDOAP2,3.2595582,199.81326,0.09304122151144485,1.0,MIR658,2.7476811,57.491398,0.21792647481498104,1.0,AC005005.1,3.384074,,0.1376910006233858,1.0,KRT34,1.9259157,inf,0.3040413348173387,1.0,BHLHB9,0.7445179,13.319916,0.5593037732307258,1.0,IGLV3-1,1.0,29.273024,0.49999999999999956,1.0,AL606970.4,1.7864928,41.982452,0.26316114113811767,1.0,AC000067.1,2.7532332,,0.21033363495620444,1.0,AC104781.1,1.1993365,24.814365,0.4077502247893285,1.0,AC100827.5,1.8060076,,0.2367465667212691,1.0,AC019257.2,3.27446,37.888073,0.1646695722530132,1.0,HS6ST1P1,1.772853,81.8014,0.2595710375816615,1.0,LRRC47,3.0231137,76.2825,0.13960981650636325,1.0,GNB3,2.0375795,79.44212,0.2896750572088943,1.0,AL136303.1,2.6643615,inf,0.15254850601194994,1.0
796,AC095040.1,2.124599,inf,0.18958940086006743,1.0,AL450469.2,1.6258025,133.9903,0.29774988991053025,1.0,AL139098.2,1.2985464,inf,0.33114454059378995,1.0,AC091825.3,1.9399817,,0.20079204043312854,1.0,LOC728392,2.7433915,inf,0.16733853756412134,1.0,AS3MT,1.2933835,38.23142,0.3303743841671841,1.0,AC073343.1,3.258039,,0.08273122297487376,1.0,MIR5585,2.747489,inf,0.21934913158157016,1.0,AL049748.1,3.3794706,,0.11060708223923069,1.0,AC092047.1,1.9242237,643.7666,0.2348433176156129,1.0,AL358394.2,0.7445179,3.1674635,0.559303773230726,1.0,RNU6-162P,1.0,29.273024,0.49999999999999956,1.0,AC021739.2,1.7860724,,0.3152150077440159,1.0,TJP3,2.7525709,105.96595,0.12115501831936483,1.0,GRIN2D,1.1990488,193.46541,0.3802982502393242,1.0,AC135048.2,1.8057264,470.2825,0.28983806244408084,1.0,AC027807.1,3.2732608,563.11993,0.08336588532485377,1.0,AL354793.1,1.7691355,inf,0.2194146184005411,1.0,AP001109.1,3.0218818,45.08663,0.15790694781456416,1.0,AL138752.2,2.0375097,200.39034,0.17970395902186156,1.0,AC004510.1,2.6611001,177.41542,0.15521712241339025,1.0
