,Basophil_names,Basophil_scores,Basophil_logfoldchanges,Basophil_pvals,Basophil_pvals_adj,CD16+ dendritic cell_names,CD16+ dendritic cell_scores,CD16+ dendritic cell_logfoldchanges,CD16+ dendritic cell_pvals,CD16+ dendritic cell_pvals_adj,Central memory CD4-T cell_names,Central memory CD4-T cell_scores,Central memory CD4-T cell_logfoldchanges,Central memory CD4-T cell_pvals,Central memory CD4-T cell_pvals_adj,Central memory CD8-T cell_names,Central memory CD8-T cell_scores,Central memory CD8-T cell_logfoldchanges,Central memory CD8-T cell_pvals,Central memory CD8-T cell_pvals_adj,Classical monocyte _names,Classical monocyte _scores,Classical monocyte _logfoldchanges,Classical monocyte _pvals,Classical monocyte _pvals_adj,Effector memory CD4-T cell_names,Effector memory CD4-T cell_scores,Effector memory CD4-T cell_logfoldchanges,Effector memory CD4-T cell_pvals,Effector memory CD4-T cell_pvals_adj,Effector memory CD8-T cell_names,Effector memory CD8-T cell_scores,Effector memory CD8-T cell_logfoldchanges,Effector memory CD8-T cell_pvals,Effector memory CD8-T cell_pvals_adj,Effector memory CD45RA+ CD8-T cell_names,Effector memory CD45RA+ CD8-T cell_scores,Effector memory CD45RA+ CD8-T cell_logfoldchanges,Effector memory CD45RA+ CD8-T cell_pvals,Effector memory CD45RA+ CD8-T cell_pvals_adj,Eosinophil_names,Eosinophil_scores,Eosinophil_logfoldchanges,Eosinophil_pvals,Eosinophil_pvals_adj,Immature NK cell_names,Immature NK cell_scores,Immature NK cell_logfoldchanges,Immature NK cell_pvals,Immature NK cell_pvals_adj,Mature NK cell_names,Mature NK cell_scores,Mature NK cell_logfoldchanges,Mature NK cell_pvals,Mature NK cell_pvals_adj,More mature NK cell_names,More mature NK cell_scores,More mature NK cell_logfoldchanges,More mature NK cell_pvals,More mature NK cell_pvals_adj,Myeloid dendritic cell_names,Myeloid dendritic cell_scores,Myeloid dendritic cell_logfoldchanges,Myeloid dendritic cell_pvals,Myeloid dendritic cell_pvals_adj,Naïve B cell_names,Naïve B cell_scores,Naïve B cell_logfoldchanges,Naïve B cell_pvals,Naïve B cell_pvals_adj,Naïve CD4-T cell_names,Naïve CD4-T cell_scores,Naïve CD4-T cell_logfoldchanges,Naïve CD4-T cell_pvals,Naïve CD4-T cell_pvals_adj,Naïve CD8-T cell_names,Naïve CD8-T cell_scores,Naïve CD8-T cell_logfoldchanges,Naïve CD8-T cell_pvals,Naïve CD8-T cell_pvals_adj,Neutrophil_names,Neutrophil_scores,Neutrophil_logfoldchanges,Neutrophil_pvals,Neutrophil_pvals_adj,Non-classical monocyte_names,Non-classical monocyte_scores,Non-classical monocyte_logfoldchanges,Non-classical monocyte_pvals,Non-classical monocyte_pvals_adj,Plasmacytoid dendritic cell _names,Plasmacytoid dendritic cell _scores,Plasmacytoid dendritic cell _logfoldchanges,Plasmacytoid dendritic cell _pvals,Plasmacytoid dendritic cell _pvals_adj,Switched memory B cell_names,Switched memory B cell_scores,Switched memory B cell_logfoldchanges,Switched memory B cell_pvals,Switched memory B cell_pvals_adj,Unswitched memory B cell_names,Unswitched memory B cell_scores,Unswitched memory B cell_logfoldchanges,Unswitched memory B cell_pvals,Unswitched memory B cell_pvals_adj
10,SMDT1,40.28375,120.540825,0.014847226470807846,1.0,AC104938.1,7.4426894,8.584428,0.08502704254729256,1.0,OR56A3,6.2800326,14.604085,0.10052806633094766,1.0,RNA5SP125,6.653948,8.130609,0.09496478992998221,1.0,RNU6-534P,14.321685,106.268654,0.007062331182417858,1.0,SEPTIN4-AS1,5.845084,22.914549,0.06694419060970272,1.0,AL136363.2,10.056458,7.1633005,0.06309714725094798,1.0,AC009509.3,8.705301,129.29498,0.014611450727515856,1.0,AL031274.1,26.317957,435.91983,0.00653398244709797,1.0,CHD2,6.140059,55.183464,0.10062279069701645,1.0,MTND2P25,2.898325,31.765526,0.16519124822285347,1.0,AC132479.1,6.088225,468.01028,0.05694453786015029,1.0,AC012020.1,11.882663,498.92,0.016414788026307723,1.0,AL662884.4,24.556229,23.76209,0.008514181052991416,1.0,AL590682.1,5.9424396,,0.06447849663047503,1.0,MIR8072,6.931811,15.401406,0.087308015826049,1.0,AC011352.1,32.585777,inf,0.0013950802739114572,1.0,MRPS16,6.8174267,21.347006,0.09272003253131593,1.0,SNORD116-10,69.0,129.44331,0.009225727625089008,1.0,NPM1P14,15.0,51.537777,0.042378609269892814,1.0,SEPHS1P6,17.64212,44.83905,0.02247849725742822,1.0
11,RNU6-278P,36.0,81.83437,0.01767933634660652,1.0,AL157414.1,7.3713427,299.07074,0.01933894547938077,1.0,PDE6A,6.1742635,210.59819,0.04227481726113253,1.0,AC008543.2,6.6178355,16.30933,0.02609116142743514,1.0,AC002464.1,14.047709,296.36636,0.012902109991726777,1.0,CDYL-AS1,5.622523,170.67082,0.03885038462347348,1.0,AC232271.1,9.795448,153.61124,0.035100206928058854,1.0,AC145285.1,8.621879,215.46666,0.048239219168892115,1.0,AL389925.1,23.159327,inf,0.013139333216999538,1.0,IGHV3-71,6.086871,5.066677,0.10366298047751017,1.0,FTLP18,2.8945522,15.374708,0.18227461537324818,1.0,MGAT3-AS1,6.0434737,inf,0.027116988458284714,1.0,AC064807.3,10.799322,87.64613,0.022930322261716977,1.0,AC084033.2,24.111252,inf,0.024893932238500484,1.0,AL161629.1,5.925949,341.84662,0.05104120140255573,1.0,DLX1,6.805908,22.72486,0.04342450163622983,1.0,AC113367.2,32.18685,572.6781,0.002489290862253132,1.0,AC007351.1,6.7078247,61.127563,0.07650246193398956,1.0,DDX3X,62.98955,595.4755,0.009735259963176722,1.0,LINC01744,13.395799,26.251091,0.04743585510672974,1.0,PRRT3,13.8487425,78.67112,0.011241020748361738,1.0
12,UFSP1,27.666666,89.769196,0.023000340589345532,1.0,KIAA1328,7.09433,128.92772,0.08864970611722105,1.0,AC010422.4,5.5387306,22.417992,0.03156744530348319,1.0,BX510359.7,6.3567333,63.695915,0.08461538451224969,1.0,AC135068.10,13.956069,,0.006229451900227308,1.0,DSTN,5.5546,14.210675,0.03853940524372317,1.0,CCDC60,9.734858,148.3458,0.05112368045742365,1.0,AP006248.5,8.602673,,0.07289965538983975,1.0,MAN1A1,21.496355,112.606,0.028756245514522067,1.0,AC009152.1,5.9223704,83.74851,0.03146802628305068,1.0,LOC105379391,2.7619345,194.40315,0.18755621768495057,1.0,AL590080.1,5.992724,275.51868,0.09171689579083553,1.0,AL451124.1,10.062578,inf,0.010943570343197179,1.0,TINF2,18.641335,23.094332,0.003169655292393656,1.0,LOC102724843,5.803782,85.22807,0.07301954426472262,1.0,BIRC6-AS2,6.7798586,85.75688,0.051340133298173427,1.0,LINC01541,31.292908,145.18655,0.009308550139048138,1.0,AL024474.1,6.6731663,236.06343,0.022965829836879066,1.0,RPL23AP47,58.25896,88.22128,0.010926340477170327,1.0,MIR6859-3,13.309573,14.501941,0.016769122005643722,1.0,AC012645.4,12.700609,335.89548,0.0419531992996666,1.0
13,HSPE1P2,21.714767,409.7254,0.0024213158814231995,1.0,HMGB1P15,6.9017687,84.969536,0.06675380777255396,1.0,MIR181A1,5.480608,8.863304,0.11489469878373425,1.0,MTND6P24,6.293025,60.71191,0.07341160862351571,1.0,AC084871.1,13.931885,440.41873,0.04458013227686218,1.0,MIR4322,5.237943,6.070316,0.12009486383737825,1.0,MAN2A2,8.834594,inf,0.03939059814961795,1.0,FCGR3A,8.43878,17.439636,0.07508961695083492,1.0,AC009478.1,21.063898,506.85483,0.006870965602360444,1.0,ANKRD63,5.86427,127.35809,0.05516687993259612,1.0,AC022400.9,2.7596772,18.465643,0.21665138947476204,1.0,AC011472.1,5.500124,20.253948,0.10060603598220343,1.0,AC093156.1,9.869106,inf,0.058300506809891454,1.0,AC136944.5,18.150997,,0.0030229658105362933,1.0,AC134772.1,5.3859386,11.901782,0.06808473750412151,1.0,AC079250.1,6.5552044,88.08274,0.05757210392304309,1.0,Z95115.1,27.417435,inf,0.0015924211459751353,1.0,AC107220.1,6.5818768,38.110916,0.024778505404266165,1.0,MGRN1,49.92496,36.090878,0.012749827329865215,1.0,AP006193.1,12.494103,6.9613132,0.05084522874010919,1.0,RPS2P35,12.052165,inf,0.05017695782903532,1.0
14,AL139003.1,20.872702,inf,0.03047542035334612,1.0,HNRNPA1P33,6.8438463,9.384904,0.023455747725719338,1.0,INE1,5.4533973,7.9140882,0.03877010981244783,1.0,BUD13P1,6.086871,5.066677,0.10366298047751017,1.0,AL158207.2,13.381176,,0.006030473071834003,1.0,AP001187.1,5.0438304,141.09561,0.05912327252493498,1.0,SYNPR-AS1,8.81453,208.00058,0.025206132363944207,1.0,SDHAF2,8.27458,691.95264,0.0539929323985894,1.0,AC107032.1,20.948692,inf,0.02805759520360041,1.0,AC005351.1,5.816215,inf,0.029706582781880597,1.0,PRAL,2.711666,5.313709,0.16558477673678074,1.0,KRT18P58,5.413963,21.580807,0.04272553989431522,1.0,AL354890.1,9.681021,100.22579,0.010521054711569423,1.0,DOCK11P1,16.389025,213.19426,0.033486958731208986,1.0,AL627309.7,5.3756213,245.18602,0.03330857111894021,1.0,RPL11P3,6.524147,19.970482,0.02292245968531849,1.0,AC007547.3,27.385818,inf,0.020760009296408224,1.0,TRAV8-6,6.3037505,76.35214,0.08984380755655812,1.0,BZW2,47.681305,167.46812,0.00061476903691068,1.0,BOP1,11.916682,13.728307,0.009577835618189309,1.0,LRP1-AS,11.86856,inf,0.0477892708783622,1.0
15,AC138749.4,19.890932,144.53362,0.012072027828602443,1.0,AL163973.3,6.3175726,inf,0.09956291771679396,1.0,IGKV1D-13,5.311228,126.23662,0.10705133148237478,1.0,KBTBD13,6.086871,5.066677,0.10366298047751017,1.0,AC105233.4,13.190336,inf,0.03200340522999254,1.0,AC018866.1,4.846863,481.247,0.0570787004155994,1.0,CHMP4C,8.301921,11.761844,0.015022422867213019,1.0,RPS29P28,8.2088375,253.1569,0.06208390268477094,1.0,AL359792.1,20.146545,inf,0.012057864576161663,1.0,TRBV5-5,5.7732673,426.78525,0.054930367811477865,1.0,AL160000.1,2.6473258,6.085498,0.1704016462006909,1.0,PAX5,5.3683205,14.96024,0.05635557092303921,1.0,AC092171.4,9.666667,50.81643,0.06562379015300553,1.0,SSU72P3,15.794519,18.848927,0.004327608570930896,1.0,TTC23L,5.3332186,117.94041,0.054452487285669905,1.0,FAM205C,6.274722,7.1633005,0.10061173569508919,1.0,AC009468.2,27.054342,inf,0.0013635123365352947,1.0,LINC02513,6.11105,14.120166,0.025748705248399804,1.0,ITIH2,47.29217,210.16655,0.013323175173521409,1.0,SMOX,11.089864,90.46198,0.021881833202901685,1.0,DPM1,11.369094,13.446826,0.008742237555949033,1.0
16,AP002512.1,19.318933,inf,0.032854525704886395,1.0,AC016687.3,6.2477007,8.254388,0.05803517161599711,1.0,AC019185.1,5.2920833,39.876446,0.03629317963313303,1.0,AC004771.3,6.086871,5.066677,0.10366298047751017,1.0,TPM1-AS,13.074813,49.178314,0.022487394725188636,1.0,AC018693.2,4.815433,116.461555,0.12904828194586535,1.0,OTULIN,7.8186355,25.549599,0.05167157742327378,1.0,AL359751.2,8.112167,14.239867,0.03324258051746681,1.0,AL139317.5,19.965055,137.17154,0.0025994240041302664,1.0,PALM,5.69362,174.53003,0.041660342099189805,1.0,RN7SKP205,2.6407282,30.33234,0.14757653894153516,1.0,RHEBL1,5.2927384,28.495638,0.044310226472428806,1.0,RNU7-53P,9.15491,95.15588,0.06427893801777028,1.0,LINC02314,15.118083,930.82684,0.010008124697102225,1.0,AL109920.1,5.3047986,48.648277,0.08773079119396444,1.0,KRT76,6.09921,168.90352,0.09261057940706535,1.0,ELOCP21,26.132,inf,0.023385443926535212,1.0,USP46,6.086871,5.066677,0.10366298047751017,1.0,ABCC4,45.0,62.35799,0.014144778000630121,1.0,MCM5,10.677753,220.88739,0.03362110270725208,1.0,MIR6814,11.286491,20.0381,0.0562585567194455,1.0
17,RASSF7,18.467066,inf,0.03439128619740772,1.0,ZFYVE21,6.1995606,17.388021,0.09316383727974296,1.0,RNA5SP536,5.226999,89.58406,0.041737513551925474,1.0,RN7SL800P,5.9227724,86.60686,0.07099440026631128,1.0,AC107023.1,12.755195,350.50275,0.04916442030390783,1.0,CCDC150,4.768345,259.3605,0.05328204702926639,1.0,AC073261.1,7.5749745,656.46234,0.08052162250488692,1.0,IGKV1-27,7.9533944,154.47658,0.06968841941637179,1.0,AC011453.1,18.60576,233.90437,0.02534502377184024,1.0,KF455155.1,5.6280003,42.39989,0.030758007272256922,1.0,MIR6821,2.61307,3.1674635,0.23268255015056968,1.0,PBDC1,4.975633,154.29964,0.06437321198881678,1.0,AP005597.2,9.069145,inf,0.03516290111580422,1.0,EIF3FP1,14.574318,122.70513,0.010241938587917358,1.0,ZNF123P,5.300939,,0.09867333966135862,1.0,SHROOM2,6.086871,5.066677,0.10366298047751017,1.0,RNA5SP31,26.04569,81.334885,0.01304418197057819,1.0,LOC100506405,6.086871,5.066677,0.10366298047751017,1.0,AC007848.1,44.802593,inf,0.008572788139655143,1.0,AC117415.1,10.423469,917.44586,0.05593497812370675,1.0,LINC02039,11.203059,42.266087,0.04761417731640133,1.0
18,AC087683.1,18.405518,,0.0030653639818157023,1.0,LINC01276,6.086871,5.066677,0.10366298047751017,1.0,AC079163.1,5.157316,22.565598,0.052205219453706,1.0,AL353152.1,5.475171,151.77151,0.10914359141158735,1.0,LINC01670,12.724521,77.64739,0.04669772816842745,1.0,CD2BP2-DT,4.6482778,46.02521,0.04361265419513662,1.0,MRPS9,7.5358696,246.44838,0.0768360906835186,1.0,AL391704.1,7.4843454,,0.024868001692286586,1.0,AL359745.1,18.427502,inf,0.0032689939592110084,1.0,RPS27AP6,5.578957,88.79788,0.05692641065260547,1.0,EPPK1,2.5079715,9.432421,0.1461435540705418,1.0,PRELID2P1,4.973405,504.14978,0.04380453075297404,1.0,C2CD2,8.720665,6.0848236,0.07268381688252955,1.0,CLEC18A,14.497652,inf,0.04061868945564389,1.0,AC093827.5,5.254089,67.295105,0.049040375460500864,1.0,AC018563.2,6.086871,5.066677,0.10366298047751017,1.0,LBHD1,25.002363,228.96953,0.02450554713054887,1.0,AL512599.1,6.0196342,133.37923,0.05060211641054422,1.0,FEM1AP1,44.0,93.37594,0.014466140806431948,1.0,PRR20B,10.07767,12.484046,0.06296520372377759,1.0,B4GALT1-AS1,9.827031,82.82614,0.018892696888231954,1.0
19,AC097358.1,17.72452,inf,0.008010495004606833,1.0,AL023693.1,6.03012,54.729156,0.06034929699476832,1.0,AC006994.1,5.025231,221.09302,0.08074291279127892,1.0,AC048344.1,5.4204636,65.570595,0.11118465488227083,1.0,EFNB3,12.08764,158.99883,0.01624011595274481,1.0,AC044784.1,4.5067596,605.2106,0.1390067570653486,1.0,AC103810.4,7.2922454,61.858707,0.031148711023328644,1.0,BX284668.4,7.476387,inf,0.03737979244839433,1.0,S100A7P1,17.735292,30.254221,0.03148870478125286,1.0,Z83313.1,5.545448,320.9636,0.056046106679475495,1.0,MGAT3-AS1,2.425809,622.6311,0.2460888345264473,1.0,MYO18A,4.962158,30.629467,0.03832427586597617,1.0,AP003115.1,8.720665,6.9613132,0.07268381688252955,1.0,AC137549.1,13.686602,inf,0.005551926287504178,1.0,B4GALT6,5.1417418,190.61609,0.11376658129802796,1.0,AL353581.1,6.041643,208.5055,0.10076045590306132,1.0,DFFB,22.840548,inf,0.017942844722675606,1.0,SLC24A5,6.005137,14.364784,0.02673685358671539,1.0,Z82196.1,43.34963,inf,0.011369888912986225,1.0,MIR3120,9.867253,352.63196,0.041130749714010394,1.0,ACTR3B,9.710123,44.128548,0.013465428262300669,1.0
20,AC007731.3,17.184227,inf,0.003458652395434518,1.0,THSD7B,5.9871,9.309621,0.03400358031564815,1.0,AC006480.3,4.958769,106.83157,0.10232328000803294,1.0,NKX6-3,5.2837524,92.94563,0.11375990955971296,1.0,LRP4-AS1,11.735245,inf,0.05402536078149069,1.0,GMPPA,4.4138684,53.092953,0.08632226099690564,1.0,AL390840.1,7.2312636,55.730793,0.08748229564504068,1.0,LINC02412,7.4601007,9.040815,0.08483093886010667,1.0,MIR208B,17.019012,953.261,0.008196312009882089,1.0,AP001528.2,5.3449454,30.724525,0.06510220580310913,1.0,NUP62,2.4068398,40.71665,0.18348570667666866,1.0,AC004522.2,4.915307,100.411575,0.08082793382974147,1.0,RIMS2,8.720665,6.0848236,0.07268381688252955,1.0,AC108935.1,13.620786,72.90285,0.04665513845939349,1.0,GPN1,5.0625334,20.857088,0.09829996887515395,1.0,AC013799.1,5.93598,11.593922,0.1062499964947418,1.0,AC087879.1,22.624884,inf,0.02550980571817962,1.0,PKIA,5.9880686,103.86398,0.03665579276027324,1.0,RNU6-1175P,35.476597,200.05034,0.0009680854314545721,1.0,RHOXF1P1,9.79942,227.66211,0.011723283681310539,1.0,AL590609.1,9.57501,586.5998,0.02930568131429647,1.0
21,FP236383.12,16.791044,inf,0.03668078362613986,1.0,AC087482.1,5.957007,923.18054,0.05131356365356609,1.0,AC097638.1,4.925,25.142862,0.10050135132056219,1.0,PCDH9-AS1,5.217234,58.28812,0.11907341575867184,1.0,CHD9,10.588387,62.50481,0.018961403644545054,1.0,AC025754.2,4.3101854,690.94275,0.14475786449187716,1.0,MIR4286,7.0229707,169.4806,0.041520620554074315,1.0,AP001469.1,7.441868,11.550602,0.02226103812441761,1.0,COL16A1,16.72824,inf,0.008994827161597172,1.0,WDR36,5.3021483,9.065003,0.05039653348130223,1.0,AC011506.1,2.3440695,30.731182,0.25190572555743795,1.0,MIPEP,4.90408,4.463493,0.12805868152913943,1.0,ATP5MC2P3,8.720665,6.0848236,0.07268381688252955,1.0,AC008915.3,13.256338,120.602005,0.009384459246851948,1.0,IFITM10,5.0215106,31.362762,0.12514139309059247,1.0,DEFA11P,5.5498686,63.298504,0.10132749326105277,1.0,GAS7,22.11404,361.90015,0.025954600184306842,1.0,AL606970.1,5.7351856,inf,0.0930485066784414,1.0,AL096840.1,29.253363,inf,0.01969300504159028,1.0,MIR200CHG,9.726716,inf,0.0507298419795455,1.0,AC020651.1,9.553426,560.55914,0.02451276064277549,1.0
22,AL390877.2,16.741764,inf,0.01982173954694571,1.0,OR9G3P,5.8756638,11.521371,0.10732025279118335,1.0,TMCO1-AS1,4.874631,12.56486,0.04209818259683582,1.0,AP000561.1,5.20239,39.555,0.117670125899356,1.0,MFSD6L,10.572212,110.37208,0.055198940975452956,1.0,SNORA70J,4.248529,5.066677,0.14716602498178796,1.0,AC104629.1,6.865829,,0.03147550698353959,1.0,AC121764.1,7.3355103,,0.08557412966095321,1.0,GAPDH,16.68726,317.35052,0.038075669336029495,1.0,RN7SL600P,5.202106,92.65709,0.05710525181165609,1.0,Z97198.1,2.3171306,39.710205,0.2072214111316505,1.0,FAM230A,4.8657975,14.145256,0.10602523028752275,1.0,TPP1,8.714286,73.89955,0.0727365642588226,1.0,BANP,12.614,205.74695,0.016270871542514023,1.0,AC026120.1,4.8293753,51.024796,0.041669098824808855,1.0,CPT1C,5.5312185,127.930984,0.055108000789565806,1.0,AP005205.1,21.607342,1006.67676,0.029401460697040794,1.0,RPL23AP27,5.68379,106.21992,0.029972756283738067,1.0,RN7SL853P,29.228207,47.566563,0.015901517682140088,1.0,PHACTR2P1,9.644591,260.0825,0.011099746509851948,1.0,MIR6134,9.5,57.30856,0.06676673286105027,1.0
23,SOHLH2,16.713463,inf,0.030847418549104198,1.0,AC008735.1,5.823886,19.037613,0.05078244294422314,1.0,AC100844.1,4.8096023,60.566635,0.12573591982610816,1.0,AL023754.1,5.163132,inf,0.07394801844684062,1.0,AC073911.2,10.48892,173.84724,0.04201650544142675,1.0,AC104772.1,4.16536,173.52014,0.1427753378059017,1.0,MED25,6.522527,8.651266,0.024016254234742053,1.0,ABT1P1,7.1923347,75.943825,0.025369037128088398,1.0,AC007336.1,16.346594,inf,0.024468452212263653,1.0,RAB30,5.1331697,59.5115,0.08314766096133434,1.0,PPM1L,2.300265,41.658524,0.14898965676271864,1.0,MIR1193,4.830705,8.787026,0.11322736387192842,1.0,RNA5SP360,8.438552,9.190379,0.07509162585577854,1.0,AC008610.1,12.571311,inf,0.04724366412656156,1.0,ZNF461,4.726763,13.446826,0.10868141800191798,1.0,RNU6-94P,5.4648023,82.77469,0.10817071826528829,1.0,RNU6-182P,21.355507,46.884064,0.0022575164111128896,1.0,SPATA5L1,5.61694,81.2628,0.11129886594663727,1.0,AC118282.4,28.015179,419.1471,0.007453745524947857,1.0,RN7SL238P,9.107491,108.90036,0.03221343364671142,1.0,CRIP3,9.215993,45.74439,0.02659585125143557,1.0
24,MIR4298,16.320513,inf,0.0389585569863065,1.0,LINC01147,5.7365565,7.632607,0.044583587085046644,1.0,AC026725.1,4.7180753,inf,0.1093579330034031,1.0,AC094108.1,5.1172614,62.68635,0.0513064512431554,1.0,AL359198.1,10.428378,435.72998,0.010447945460073473,1.0,AL136087.1,4.14237,68.05914,0.11752456571064042,1.0,AC025279.3,6.3978157,89.034,0.052919257527738565,1.0,AC009961.2,7.1345177,inf,0.08566638461144249,1.0,ZNF670,15.924942,236.01668,0.010559158665093962,1.0,ACBD3,5.1133137,7.635496,0.04928144336123983,1.0,USP1,2.2640617,inf,0.16896512224024282,1.0,AC004707.2,4.657809,inf,0.09049944374362302,1.0,AC092567.2,8.426826,316.99677,0.03382136118626031,1.0,AL021155.5,12.567131,inf,0.006367755751969131,1.0,SESN3,4.6238036,49.12753,0.0581844238551286,1.0,HS6ST1,5.3507514,27.653059,0.0663579339433864,1.0,AL121578.2,20.765911,261.1647,0.018669318178611092,1.0,AFDN,5.513902,633.88416,0.11387042595909337,1.0,AL391822.1,27.812822,inf,0.022269461096844245,1.0,AC131159.2,9.084732,inf,0.044417165522812614,1.0,LINC02444,9.0838175,236.46306,0.021769895019269316,1.0
25,AC009055.2,16.30119,inf,0.005872272493888869,1.0,AL354977.1,5.700318,261.45242,0.049501037464606816,1.0,AC016831.4,4.57817,269.71185,0.09535535628968043,1.0,AL359710.1,4.9600334,5.516873,0.1266520875564552,1.0,AC092142.2,10.4123955,inf,0.042240743070158224,1.0,CRHR1,4.068009,94.49655,0.15013878659039034,1.0,NANOG,6.3948073,295.57214,0.09088627108762627,1.0,AP001005.3,7.0602813,inf,0.08946684919622766,1.0,DYRK3-AS1,15.789491,423.97495,0.04002615942359088,1.0,AC116913.2,5.093354,29.70193,0.08003981365104854,1.0,ZSCAN4,2.2617545,27.666264,0.2636429258113866,1.0,TPRG1-AS1,4.505248,inf,0.05631262106088822,1.0,AC010198.1,8.015263,16.786673,0.0162062925159029,1.0,AC090692.2,12.085856,inf,0.037916485885215956,1.0,CHST12,4.60112,27.43744,0.06746998556295275,1.0,TSR1,5.2779703,inf,0.05136083407618049,1.0,AC009704.2,19.814053,inf,0.005053492460408432,1.0,RNA5SP340,5.373548,715.2882,0.041482629590165146,1.0,RNU6-973P,25.751492,13.346742,0.024709251203711938,1.0,H2AC12,8.844019,5.924795,0.07167865163327404,1.0,STX16,9.0169115,inf,0.0661962091788083,1.0
26,AL157858.2,16.274574,inf,0.03891222892421919,1.0,AC005104.2,5.6322956,inf,0.037969294987067935,1.0,TYW3,4.5073123,20.491276,0.04853633080288773,1.0,AC120053.1,4.943134,111.48426,0.12119743817732748,1.0,AL109839.1,10.373184,108.84571,0.023649264478921506,1.0,AC016739.1,4.0605817,801.345,0.12102966209396869,1.0,THEMIS2,6.3877826,245.33029,0.08037702796332709,1.0,SALL3,6.9857297,9.915573,0.02068632595804722,1.0,AC136428.3,14.997481,,0.004715740939107917,1.0,SNORD114-11,5.0396705,83.89272,0.09432845466652842,1.0,TONSL-AS1,2.2217653,90.5652,0.23889442703241393,1.0,AC131009.2,4.472622,,0.09583567259816267,1.0,AL365209.1,7.898017,486.90958,0.015671686409465865,1.0,AC006538.3,12.070343,71.791405,0.008604130467489457,1.0,EVC2,4.586402,49.39645,0.05072516165283328,1.0,AL162431.1,5.257466,111.86146,0.0879017368479674,1.0,AC015909.5,19.775776,inf,0.00921921458763144,1.0,AC100803.3,5.353008,608.0238,0.04210137187526704,1.0,AL353147.1,25.48156,inf,0.007911634767261781,1.0,MIR6722,8.720665,6.9613132,0.07268381688252955,1.0,SYP,8.720665,6.0848236,0.07268381688252955,1.0
27,RNA5SP377,16.144604,412.26263,0.0038147481704189977,1.0,RNU7-182P,5.444692,687.0835,0.11152206665740744,1.0,RNU6-974P,4.2807117,19.837385,0.11193198709467078,1.0,LASP1,4.8710647,76.42687,0.0595404737171828,1.0,AC104619.2,10.367995,141.53381,0.009463386339490142,1.0,AC005341.1,3.8777971,30.50042,0.12677623973108262,1.0,HTR3C2P,6.304429,361.3951,0.08871551646903199,1.0,RASGRF2,6.966979,31.064692,0.09075685987561694,1.0,AC005002.2,14.925515,inf,0.031575300165370246,1.0,PIRT,5.0232215,67.9937,0.0815630352510604,1.0,HM13-AS1,2.2169688,31.265379,0.19742539091177358,1.0,USP1,4.4094634,inf,0.04823459471311758,1.0,RANGAP1,7.786693,27.744078,0.08131232818255058,1.0,PHYHD1,11.514643,794.70856,0.04307635300071,1.0,AC012454.1,4.551118,160.43034,0.08897202475930426,1.0,AC126121.3,5.1647716,23.931772,0.04371785804083899,1.0,AC119044.1,19.30995,751.4724,0.02179246872349403,1.0,AC007351.2,5.287587,117.81479,0.03585710549333715,1.0,AC010368.1,22.758368,inf,0.019159298251988418,1.0,AC083801.1,8.720665,6.0848236,0.07268381688252955,1.0,MAN2C1,8.6850395,10.837807,0.01695533020801278,1.0
28,AL359853.1,15.7407675,613.9923,0.026905476709395183,1.0,MIR6799,5.3649254,inf,0.08739334539032934,1.0,CNOT1,4.248529,5.924795,0.14716602498178796,1.0,ARL6IP1P3,4.830705,8.787026,0.11322736387192842,1.0,AP001056.1,10.356005,239.12694,0.00922896672346464,1.0,AC108734.3,3.855874,inf,0.0627058821479797,1.0,OR13C1P,6.283337,28.259235,0.03017706480238955,1.0,GABRE,6.9599886,52.52955,0.021792795879794668,1.0,AL121658.1,14.832092,,0.026554511697737114,1.0,GGNBP1,5.010096,6.070316,0.12541918643612324,1.0,AC073869.8,2.21572,10.397562,0.17583547917165265,1.0,ANGEL2,4.4078145,82.8055,0.0936215517174018,1.0,AL138760.1,7.625272,196.20653,0.053171371640492134,1.0,RPL34P17,11.467719,inf,0.03713576778270837,1.0,TGM6,4.549436,9.276919,0.13774328727253832,1.0,AL513342.1,5.1404185,inf,0.06595330558104413,1.0,AL161909.2,18.422832,inf,0.00475539959287092,1.0,MIR3151,5.2795386,7.9140882,0.037741540026357115,1.0,AP003174.2,22.18949,inf,0.017127237685821774,1.0,CMBL,8.120186,76.30321,0.04567182411064385,1.0,MALRD1,8.311235,233.96907,0.022501974592921286,1.0
